searge,name,side,desc
func_85130_c,getWorldGeneratorOptions,2,Gets the world generator options of this entity/block.
func_85132_a,getTerrainTypeOfWorld,2,Return the terrain type of a world
func_85133_m,getThunderTime,2,Gets the thunder time of this entity/block.
func_85144_b,getCacheSizes,2,Gets a human-readable string that indicates the sizes of all the cache fields.  Basically a synchronized static toString.
func_85151_d,getLowerChestInventory,2,Return this chest container's lower chest inventory.
func_85156_a,removeTask,2,removes the indicated task from the entity's AI tasks.
func_85157_q,isAdventureModeExempt,2,Returns true if blocks with this material can always be mined in adventure mode.
func_85158_p,setAdventureModeExempt,2,@see #isAdventureModeExempt()
func_85173_a,playSoundToNearExcept,2,Plays sound to all near players except the player reference given
func_85176_s,getDefaultTeleporter,2,Gets the default teleporter of this world server.
func_85181_a,getRandomModelBox,2,Gets the random model boX of this model base.
func_85182_a,sameToolAndBlock,2,Method to same tool and block on this player controller mp.
func_85187_a,drawString,2,"Draws the specified string. Args: string, x, y, color, dropShadow"
func_85188_a,makePortal,2,Method to make portal on this teleporter.
func_85189_a,removeStalePortalLocations,2,called periodically to remove out-of-date portal locations from the cache list. Argument par1 is a WorldServer.getTotalWorldTime() value.
func_90010_a,isPartOfLargeChest,2,Return whether the given inventory is part of this large chest.
func_90011_a,createChild,2,Method to create child on this villager entity.
func_90019_g,applyRenderColor,2,Creates a new EntityDiggingFX with the block render color applied to the base particle color
func_90020_K,getLimitFramerate,2,Gets the limit framerate of this minecraft.
func_90022_d,getListOfPlayers,2,Gets the list of players of this command enchant.
func_90030_a,getRendererMinecraft,2,Get minecraft reference from the EntityRenderer
func_90033_f,canLoadWorld,2,Return whether the given world can be loaded.
func_90035_a,getClassFromID,2,Return the class assigned to this entity ID.
func_90036_a,getFireAspectModifier,2,Gets the fire aspect modifier of this enchantment helper.
func_90999_ad,canRenderOnFire,2,Return whether this entity should be rendered as on fire.
func_92015_f,closeScreenNoPacket,2,Closes the GUI screen without sending a packet to the server
func_92034_a,createParticle,2,"Creates a single particle. Args: x, y, z, x velocity, y velocity, z velocity, colours, fade colours, whether to trail, whether to twinkle"
func_92035_a,createBall,2,"Creates a small ball or large ball type explosion. Args: particle speed, size, colours, fade colours, whether to trail, whether to flicker"
func_92036_a,createBurst,2,"Creates a burst type explosion. Args: colours, fade colours, whether to trail, whether to flicker"
func_92038_a,createShaped,2,"Creates a creeper-shaped or star-shaped explosion. Args: particle speed, shape, colours, fade colours, whether to trail, whether to flicker, unknown"
func_92043_f,setTwinkle,2,Sets the twinkle of this firework spark fx entity.
func_92044_a,setColour,2,Sets the colour of this firework spark fx entity.
func_92045_e,setTrail,2,Sets the trAIl of this firework spark fx entity.
func_92046_g,setFadeColour,2,Sets the fade colour of this firework spark fx entity.
func_92058_a,setEntityItemStack,2,Sets the ItemStack for this entity
func_92059_d,getEntityItem,2,"Returns the ItemStack corresponding to the Entity (Note: if no item exists, will log an error but still return an ItemStack containing Block.stone)"
func_92085_d,getIsBlank,2,Checks if the is blank.
func_92087_a,causeThornsDamage,2,Returns the EntityDamageSource of the Thorns enchantment
func_92088_a,makeFireworks,2,Method to make fireworks on this world client.
func_92089_a,canApply,2,Checks if this enchantment untouching is apply.
func_92093_a,getFireTimeForEntity,2,"Gets the amount of ticks an entity should be set fire, adjusted for fire protection."
func_92097_a,negateDamage,2,"Used by ItemStack.attemptDamageItem. Randomly determines if a point of damage should be negated using the enchantment level (par1). If the ItemStack is Armor then there is a flat 60% chance for damage to be negated no matter the enchantment level, otherwise there is a 1-(par/1) chance for damage to be negated."
func_92103_a,addRecipe,2,Method to add recipe on this crafting manager.
func_92111_a,getEnchantedItemStack,2,Returns the ItemStack of an enchanted version of this item.
func_92115_a,addEnchantment,2,Adds an stored enchantment to an enchanted book ItemStack
func_92116_a,addEnchantmentBooksToList,2,Adds the enchantment books from the supplied EnumEnchantmentType to the given list.
func_94041_b,isItemValidForSlot,2,Returns true if automation is allowed to insert the given stack (ignoring stack size) into the given slot.
func_94053_h,nextTextureIndexX,2,Method to next texture index X on this particle.
func_94056_bM,hasCustomNameTag,2,Checks if this living entity is custom name tag.
func_94057_bL,getCustomNameTag,2,Gets the custom name tag of this living entity.
func_94058_c,setCustomNameTag,2,Sets the custom name tag of this living entity.
func_94059_bO,getAlwaysRenderNameTagForRender,2,Gets the always render name tag for render of this player.
func_94061_f,setAlwaysRenderNameTag,2,Sets the always render name tag of this living entity.
func_94062_bN,getAlwaysRenderNameTag,2,Gets the always render name tag of this living entity.
func_94065_a,drawTexturedModelRectFromIcon,2,Method to draw textured model rect from icon on this gui.
func_94083_c,getTntPlacedBy,2,returns null or the entityliving it was placed or ignited by
func_94085_r,getDefaultDisplayTileOffset,2,Gets the default display tile offset of this minecart hopper entity.
func_94086_l,setDisplayTileOffset,2,Sets the display tile offset of this minecart entity.
func_94087_l,getMinecartType,2,Gets the minecart type of this minecart tnt entity.
func_94090_a,createMinecart,2,"Creates a new minecart of the specified type in the specified location in the given world. par0World - world to create the minecart in, double par1,par3,par5 represent x,y,z respectively. int par7 specifies the type: 1 for MinecartChest, 2 for MinecartFurnace, 3 for MinecartTNT, 4 for MinecartMobSpawner, 5 for MinecartHopper and 0 for a standard empty minecart"
func_94092_k,setDisplayTileData,2,Sets the display tile data of this minecart entity.
func_94095_a,killMinecart,2,Method to kill minecart on this minecart tnt entity.
func_94096_e,setHasDisplayTile,2,Sets the has display tile of this minecart entity.
func_94097_p,getDefaultDisplayTileData,2,Gets the default display tile data of this minecart furnace entity.
func_94098_o,getDisplayTileData,2,Gets the display tile data of this minecart entity.
func_94099_q,getDisplayTileOffset,2,Gets the display tile offset of this minecart entity.
func_94100_s,hasDisplayTile,2,Checks if this minecart entity is display tile.
func_94101_h,applyDrag,2,Method to apply drag on this minecart furnace entity.
func_94103_c,explodeCart,2,Makes the minecart explode.
func_94105_c,ignite,2,Ignites this TNT cart.
func_94107_f,setMinecartPowered,2,Sets the minecart powered of this minecart furnace entity.
func_94108_c,isMinecartPowered,2,Checks if this minecart furnace entity is minecart powered.
func_94128_d,getAccessibleSlotsFromSide,2,Returns an array containing the indices of the slots that can be accessed by automation on the given side of this block.
func_94140_a,registerDestroyBlockIcons,2,Method to register destroy block icons on this render global.
func_94143_a,updateIcons,2,Method to update icons on this render item frame.
func_94148_a,renderItemOverlayIntoGUI,2,Method to render item overlay integero GUI on this render item.
func_94149_a,renderIcon,2,Method to render icon on this render item.
func_94178_a,updateIcons,2,Method to update icons on this render manager.
func_94182_a,addSlot,2,Method to add slot on this stitcher$ slot.
func_94183_a,getStitchHolder,2,Gets the stitch holder of this stitcher$ slot.
func_94184_a,getAllStitchSlots,2,Gets the slot and all its subslots
func_94185_c,getOriginY,2,Gets the origin Y of this stitcher$ slot.
func_94186_b,getOriginX,2,Gets the origin X of this stitcher$ slot.
func_94194_d,rotate,2,Method to rotate on this stitcher$ holder.
func_94195_e,isRotated,2,Checks if this stitcher$ holder is rotated.
func_94196_a,setNewDimension,2,Sets the new dimension of this stitcher$ holder.
func_94197_a,getWidth,2,Gets the width of this stitcher$ holder.
func_94199_b,getHeight,2,Gets the height of this stitcher$ holder.
func_94206_g,getMinV,2,Returns the minimum V coordinate to use when rendering with this icon.
func_94207_b,getInterpolatedV,2,Gets a V coordinate on the icon. 0 returns vMin and 16 returns vMax. Other arguments return in-between values.
func_94209_e,getMinU,2,Returns the minimum U coordinate to use when rendering with this icon.
func_94210_h,getMaxV,2,Returns the maximum V coordinate to use when rendering with this icon.
func_94211_a,getIconWidth,2,"Returns the width of the icon, in pixels."
func_94212_f,getMaxU,2,Returns the maximum U coordinate to use when rendering with this icon.
func_94214_a,getInterpolatedU,2,Gets a U coordinate on the icon. 0 returns uMin and 16 returns uMax. Other arguments return in-between values.
func_94215_i,getIconName,2,Gets the icon name of this i icon.
func_94216_b,getIconHeight,2,"Returns the height of the icon, in pixels."
func_94217_a,copyFrom,2,Method to copy from on this texture atlas sprite.
func_94219_l,updateAnimation,2,Method to update animation on this texture compass.
func_94241_a,updateCompass,2,"Updates the compass based on the given x,z coords and camera direction"
func_94245_a,registerIcon,2,Method to register icon on this i icon register.
func_94248_c,updateAnimations,2,Method to update animations on this texture map.
func_94277_a,bindTexture,2,Method to bind texture on this texture util.
func_94305_f,doStitch,2,Method to do stitch on this stitcher.
func_94309_g,getStichSlots,2,Gets the stich slots of this stitcher.
func_94310_b,allocateSlot,2,Attempts to find space for specified tile
func_94311_c,expandAndAllocateSlot,2,Expand stitched texture in order to make space for specified tile
func_94520_b,containsTranslateKey,2,Method to contAIns translate key on this string translate.
